name,value,units,def_num,raw_value
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.5908459424972534,runEco,9,1.5908459424972534
frnrRE,138.18148803710938,runEco,10,138.18148803710938
timestamp,2022-05-04T13:50:14+00:00,,253,1020606614
position_lat,38.791749039664865,deg,0,462803593
position_long,-77.04999438486993,deg,1,-919242239
distance,0.83936,km,5,83936
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,11.8368,km/h,73,3.288
speed,11.8368,km/h,6,3288
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,141,bpm,3,141
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,802.5631713867188,c/hr,1,802.5631713867188
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.5908459424972534,runEco,9,1.5908459424972534
frnrRE,138.19454956054688,runEco,10,138.19454956054688
timestamp,2022-05-04T13:50:15+00:00,,253,1020606615
position_lat,38.79172037355602,deg,0,462803251
position_long,-77.0500098913908,deg,1,-919242424
distance,0.84282,km,5,84282
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,11.8368,km/h,73,3.288
speed,11.8368,km/h,6,3288
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,140,bpm,3,140
cadence,88,rpm,4,88
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,802.5631713867188,c/hr,1,802.5631713867188
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.7922189235687256,runEco,9,1.7922189235687256
frnrRE,138.26036071777344,runEco,10,138.26036071777344
timestamp,2022-05-04T13:50:16+00:00,,253,1020606616
position_lat,38.79168986342847,deg,0,462802887
position_long,-77.0500252302736,deg,1,-919242607
distance,0.84645,km,5,84645
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,11.973600000000001,km/h,73,3.326
speed,11.973600000000001,km/h,6,3326
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,140,bpm,3,140
cadence,88,rpm,4,88
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,802.5631713867188,c/hr,1,802.5631713867188
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8626993894577026,runEco,9,1.8626993894577026
frnrRE,138.33009338378906,runEco,10,138.33009338378906
timestamp,2022-05-04T13:50:17+00:00,,253,1020606617
position_lat,38.79166035912931,deg,0,462802535
position_long,-77.05003989860415,deg,1,-919242782
distance,0.84996,km,5,84996
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,12.4092,km/h,73,3.447
speed,12.4092,km/h,6,3447
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,139,bpm,3,139
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,802.5631713867188,c/hr,1,802.5631713867188
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.857664942741394,runEco,9,1.857664942741394
frnrRE,138.3742218017578,runEco,10,138.3742218017578
timestamp,2022-05-04T13:50:18+00:00,,253,1020606618
position_lat,38.79163286648691,deg,0,462802207
position_long,-77.05005582422018,deg,1,-919242972
distance,0.8533099999999999,km,5,85331
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,12.4092,km/h,73,3.447
speed,12.4092,km/h,6,3447
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,140,bpm,3,140
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,802.5631713867188,c/hr,1,802.5631713867188
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8677335977554321,runEco,9,1.8677335977554321
frnrRE,138.44577026367188,runEco,10,138.44577026367188
timestamp,2022-05-04T13:50:19+00:00,,253,1020606619
position_lat,38.79160512238741,deg,0,462801876
position_long,-77.05007367767394,deg,1,-919243185
distance,0.85676,km,5,85676
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,12.4092,km/h,73,3.447
speed,12.4092,km/h,6,3447
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,791.7398071289062,c/hr,1,791.7398071289062
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.857664942741394,runEco,9,1.857664942741394
frnrRE,138.4983367919922,runEco,10,138.4983367919922
timestamp,2022-05-04T13:50:20+00:00,,253,1020606620
position_lat,38.79157771356404,deg,0,462801549
position_long,-77.05009086057544,deg,1,-919243390
distance,0.86014,km,5,86014
enhanced_altitude,-6.0,m,78,-6.0
altitude,-6.0,m,2,2470
enhanced_speed,12.4092,km/h,73,3.447
speed,12.4092,km/h,6,3447
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,791.7398071289062,c/hr,1,791.7398071289062
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8438018560409546,runEco,9,1.8438018560409546
frnrRE,136.9311981201172,runEco,10,136.9311981201172
timestamp,2022-05-04T13:50:21+00:00,,253,1020606621
position_lat,38.79155089147389,deg,0,462801229
position_long,-77.05010611563921,deg,1,-919243572
distance,0.8634,km,5,86340
enhanced_altitude,-5.800000000000011,m,78,-5.800000000000011
altitude,-5.800000000000011,m,2,2471
enhanced_speed,12.4092,km/h,73,3.447
speed,12.4092,km/h,6,3447
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,791.7398071289062,c/hr,1,791.7398071289062
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8338083028793335,runEco,9,1.8338083028793335
frnrRE,136.97186279296875,runEco,10,136.97186279296875
timestamp,2022-05-04T13:50:22+00:00,,253,1020606622
position_lat,38.79152365028858,deg,0,462800904
position_long,-77.05012271180749,deg,1,-919243770
distance,0.86675,km,5,86675
enhanced_altitude,-6.0,m,78,-6.0
altitude,-6.0,m,2,2470
enhanced_speed,12.373199999999999,km/h,73,3.437
speed,12.373199999999999,km/h,6,3437
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,791.7398071289062,c/hr,1,791.7398071289062
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8338083028793335,runEco,9,1.8338083028793335
frnrRE,137.0010223388672,runEco,10,137.0010223388672
timestamp,2022-05-04T13:50:23+00:00,,253,1020606623
position_lat,38.79149758256972,deg,0,462800593
position_long,-77.05013603903353,deg,1,-919243929
distance,0.86987,km,5,86987
enhanced_altitude,-5.800000000000011,m,78,-5.800000000000011
altitude,-5.800000000000011,m,2,2471
enhanced_speed,12.373199999999999,km/h,73,3.437
speed,12.373199999999999,km/h,6,3437
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,791.7398071289062,c/hr,1,791.7398071289062
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8388049602508545,runEco,9,1.8388049602508545
frnrRE,137.01144409179688,runEco,10,137.01144409179688
timestamp,2022-05-04T13:50:24+00:00,,253,1020606624
position_lat,38.79147017374635,deg,0,462800266
position_long,-77.05014634877443,deg,1,-919244052
distance,0.87305,km,5,87305
enhanced_altitude,-6.199999999999989,m,78,-6.199999999999989
altitude,-6.199999999999989,m,2,2469
enhanced_speed,12.373199999999999,km/h,73,3.437
speed,12.373199999999999,km/h,6,3437
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,810.5099487304688,c/hr,1,810.5099487304688
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8388049602508545,runEco,9,1.8388049602508545
frnrRE,137.0349884033203,runEco,10,137.0349884033203
timestamp,2022-05-04T13:50:25+00:00,,253,1020606625
position_lat,38.791442262008786,deg,0,462799933
position_long,-77.05015741288662,deg,1,-919244184
distance,0.87628,km,5,87628
enhanced_altitude,-5.800000000000011,m,78,-5.800000000000011
altitude,-5.800000000000011,m,2,2471
enhanced_speed,12.373199999999999,km/h,73,3.437
speed,12.373199999999999,km/h,6,3437
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,810.5099487304688,c/hr,1,810.5099487304688
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8388049602508545,runEco,9,1.8388049602508545
frnrRE,137.02267456054688,runEco,10,137.02267456054688
timestamp,2022-05-04T13:50:26+00:00,,253,1020606626
position_lat,38.79141267389059,deg,0,462799580
position_long,-77.0501673873514,deg,1,-919244303
distance,0.8796799999999999,km,5,87968
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,12.373199999999999,km/h,73,3.437
speed,12.373199999999999,km/h,6,3437
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,141,bpm,3,141
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,810.5099487304688,c/hr,1,810.5099487304688
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8188180923461914,runEco,9,1.8188180923461914
frnrRE,137.0198516845703,runEco,10,137.0198516845703
timestamp,2022-05-04T13:50:27+00:00,,253,1020606627
position_lat,38.7913812417537,deg,0,462799205
position_long,-77.0501790381968,deg,1,-919244442
distance,0.8833099999999999,km,5,88331
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,12.24,km/h,73,3.4
speed,12.24,km/h,6,3400
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,141,bpm,3,141
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,810.5099487304688,c/hr,1,810.5099487304688
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8188180923461914,runEco,9,1.8188180923461914
frnrRE,137.0248565673828,runEco,10,137.0248565673828
timestamp,2022-05-04T13:50:28+00:00,,253,1020606628
position_lat,38.791350815445185,deg,0,462798842
position_long,-77.05019370652735,deg,1,-919244617
distance,0.8869199999999999,km,5,88692
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,12.24,km/h,73,3.4
speed,12.24,km/h,6,3400
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,140,bpm,3,140
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,810.5099487304688,c/hr,1,810.5099487304688
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8138211965560913,runEco,9,1.8138211965560913
frnrRE,137.05633544921875,runEco,10,137.05633544921875
timestamp,2022-05-04T13:50:29+00:00,,253,1020606629
position_lat,38.7913225684315,deg,0,462798505
position_long,-77.050208626315,deg,1,-919244795
distance,0.8903099999999999,km,5,89031
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.24,km/h,73,3.4
speed,12.24,km/h,6,3400
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,140,bpm,3,140
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.7164306640625,c/hr,1,808.7164306640625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8138211965560913,runEco,9,1.8138211965560913
frnrRE,137.11431884765625,runEco,10,137.11431884765625
timestamp,2022-05-04T13:50:30+00:00,,253,1020606630
position_lat,38.791294572874904,deg,0,462798171
position_long,-77.0502274017781,deg,1,-919245019
distance,0.8938200000000001,km,5,89382
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,12.24,km/h,73,3.4
speed,12.24,km/h,6,3400
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,139,bpm,3,139
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.7164306640625,c/hr,1,808.7164306640625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.823814868927002,runEco,9,1.823814868927002
frnrRE,137.18663024902344,runEco,10,137.18663024902344
timestamp,2022-05-04T13:50:31+00:00,,253,1020606631
position_lat,38.79126716405153,deg,0,462797844
position_long,-77.05024600960314,deg,1,-919245241
distance,0.89727,km,5,89727
enhanced_altitude,-6.199999999999989,m,78,-6.199999999999989
altitude,-6.199999999999989,m,2,2469
enhanced_speed,12.261600000000001,km/h,73,3.406
speed,12.261600000000001,km/h,6,3406
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,139,bpm,3,139
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.7164306640625,c/hr,1,808.7164306640625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8338083028793335,runEco,9,1.8338083028793335
frnrRE,137.21563720703125,runEco,10,137.21563720703125
timestamp,2022-05-04T13:50:32+00:00,,253,1020606632
position_lat,38.79124050959945,deg,0,462797526
position_long,-77.05026503652334,deg,1,-919245468
distance,0.90066,km,5,90066
enhanced_altitude,-6.199999999999989,m,78,-6.199999999999989
altitude,-6.199999999999989,m,2,2469
enhanced_speed,12.33,km/h,73,3.425
speed,12.33,km/h,6,3425
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,139,bpm,3,139
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.7164306640625,c/hr,1,808.7164306640625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8338083028793335,runEco,9,1.8338083028793335
frnrRE,137.26284790039062,runEco,10,137.26284790039062
timestamp,2022-05-04T13:50:33+00:00,,253,1020606633
position_lat,38.791212597861886,deg,0,462797193
position_long,-77.05028532072902,deg,1,-919245710
distance,0.90422,km,5,90422
enhanced_altitude,-6.199999999999989,m,78,-6.199999999999989
altitude,-6.199999999999989,m,2,2469
enhanced_speed,12.33,km/h,73,3.425
speed,12.33,km/h,6,3425
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,139,bpm,3,139
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.7164306640625,c/hr,1,808.7164306640625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8388049602508545,runEco,9,1.8388049602508545
frnrRE,137.30055236816406,runEco,10,137.30055236816406
timestamp,2022-05-04T13:50:34+00:00,,253,1020606634
position_lat,38.791183764114976,deg,0,462796849
position_long,-77.05030610784888,deg,1,-919245958
distance,0.9078999999999999,km,5,90790
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,141,bpm,3,141
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,790.7968139648438,c/hr,1,790.7968139648438
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8388049602508545,runEco,9,1.8388049602508545
frnrRE,137.32884216308594,runEco,10,137.32884216308594
timestamp,2022-05-04T13:50:35+00:00,,253,1020606635
position_lat,38.791155433282256,deg,0,462796511
position_long,-77.05032655969262,deg,1,-919246202
distance,0.91151,km,5,91151
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,140,bpm,3,140
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,790.7968139648438,c/hr,1,790.7968139648438
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8438018560409546,runEco,9,1.8438018560409546
frnrRE,137.38323974609375,runEco,10,137.38323974609375
timestamp,2022-05-04T13:50:36+00:00,,253,1020606636
position_lat,38.79112676717341,deg,0,462796169
position_long,-77.05034592188895,deg,1,-919246433
distance,0.9151,km,5,91510
enhanced_altitude,-6.399999999999977,m,78,-6.399999999999977
altitude,-6.399999999999977,m,2,2468
enhanced_speed,12.3984,km/h,73,3.444
speed,12.3984,km/h,6,3444
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,141,bpm,3,141
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,790.7968139648438,c/hr,1,790.7968139648438
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8438018560409546,runEco,9,1.8438018560409546
frnrRE,137.45445251464844,runEco,10,137.45445251464844
timestamp,2022-05-04T13:50:37+00:00,,253,1020606637
position_lat,38.79109910689294,deg,0,462795839
position_long,-77.05035908147693,deg,1,-919246590
distance,0.91837,km,5,91837
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.3984,km/h,73,3.444
speed,12.3984,km/h,6,3444
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,141,bpm,3,141
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,790.7968139648438,c/hr,1,790.7968139648438
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8487986326217651,runEco,9,1.8487986326217651
frnrRE,137.5150909423828,runEco,10,137.5150909423828
timestamp,2022-05-04T13:50:38+00:00,,253,1020606638
position_lat,38.79106977023184,deg,0,462795489
position_long,-77.05036184750497,deg,1,-919246623
distance,0.92165,km,5,92165
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.4308,km/h,73,3.453
speed,12.4308,km/h,6,3453
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,790.7968139648438,c/hr,1,790.7968139648438
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8537952899932861,runEco,9,1.8537952899932861
frnrRE,137.5737762451172,runEco,10,137.5737762451172
timestamp,2022-05-04T13:50:39+00:00,,253,1020606639
position_lat,38.7910426966846,deg,0,462795166
position_long,-77.05035958439112,deg,1,-919246596
distance,0.9246599999999999,km,5,92466
enhanced_altitude,-6.600000000000023,m,78,-6.600000000000023
altitude,-6.600000000000023,m,2,2467
enhanced_speed,12.4632,km/h,73,3.462
speed,12.4632,km/h,6,3462
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.1597900390625,c/hr,1,808.1597900390625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8537952899932861,runEco,9,1.8537952899932861
frnrRE,137.58267211914062,runEco,10,137.58267211914062
timestamp,2022-05-04T13:50:40+00:00,,253,1020606640
position_lat,38.79101688042283,deg,0,462794858
position_long,-77.05036276951432,deg,1,-919246634
distance,0.92753,km,5,92753
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,12.4632,km/h,73,3.462
speed,12.4632,km/h,6,3462
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.1597900390625,c/hr,1,808.1597900390625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8537952899932861,runEco,9,1.8537952899932861
frnrRE,137.59332275390625,runEco,10,137.59332275390625
timestamp,2022-05-04T13:50:41+00:00,,253,1020606641
position_lat,38.79099290817976,deg,0,462794572
position_long,-77.05037165433168,deg,1,-919246740
distance,0.9302999999999999,km,5,93030
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,12.4632,km/h,73,3.462
speed,12.4632,km/h,6,3462
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,808.1597900390625,c/hr,1,808.1597900390625
rE,117.3567123413086,runEco,2,117.3567123413086
pwr,,w,5,
tpRE,1.8487986326217651,runEco,9,1.8487986326217651
frnrRE,137.5629119873047,runEco,10,137.5629119873047
timestamp,2022-05-04T13:50:42+00:00,,253,1020606642
position_lat,38.79096901975572,deg,0,462794287
position_long,-77.05038213171065,deg,1,-919246865
distance,0.9331,km,5,93310
enhanced_altitude,-6.800000000000011,m,78,-6.800000000000011
altitude,-6.800000000000011,m,2,2466
enhanced_speed,12.4308,km/h,73,3.453
speed,12.4308,km/h,6,3453
unknown_87,,,87,
unknown_88,100,,88,100
